,Company name,Ticker,Date of Breach,Date Became Aware of Breach,Date of Disclosure,Number of Records,Information,Stock Price (0 months DoD),Stock Price (1 months DoD),Stock Price (2 months DoD),Stock Price (3 months DoD),Stock Price (4 months DoD),Stock Price (5 months DoD),Stock Price (6 months DoD),Stock Price (7 months DoD),Stock Price (8 months DoD),Stock Price (9 months DoD),Stock Price (10 months DoD),Stock Price (11 months DoD),Stock Price (12 months DoD),median stock forecast,mean stock forecast,count stock forecast,Financial (Type of Info),Intrusion (Type of Info),ND (Type of Info),Other (Type of Info),Personal (Type of Info),Exploit (Attack),Forged Cookies (Attack),Malware (Attack),Misconfiguration (Attack),ND (Attack),Phishing (Attack),Ransomware (Attack),SQLi (Attack),Spoofing (Attack),Unauthorized Access (Attack),Virus (Attack),rootkit (Attack),Construction (Industry),"Finance, Insurance, Real Estate (Industry)",Manufacturing (Industry),Mining (Industry),N/A (Industry),Retail Trade (Industry),Services (Industry),Transportation & Public Utilities (Industry),Wholesale Trade (Industry),Canada (Region),Foreign (Region),US Mid Atlantic (Region),US Midwest (Region),US New England (Region),US Southeast (Region),US Southwest (Region),US West (Region)
75,TYLER TECHNOLOGIES INC,TYL,,2020-09-23 00:00:00,2020-09-23,2301,ND,344.0299987792969,399.010009765625,413.5199890136719,438.5199890136719,424.3999938964844,459.6199951171875,420.7000122070313,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
76,"RadNet, Inc.",RDNT,2020-07-18 00:00:00,,2020-09-21,,Name | SSN | Address | Other,14.84000015258789,16.190000534057617,18.270000457763672,17.934999465942383,20.26000022888184,18.440000534057617,23.31999969482422,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
77,"VACCINEX, INC.",VCNX,,,2020-09-14,,ND,5.210000038146973,2.059999942779541,1.9900000095367432,1.9800000190734863,2.4200000762939453,3.190000057220459,3.7100000381469727,2.539999961853028,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,EQUINIX INC,EQIX,,,2020-09-09,,ND,741.0499877929688,824.4000244140625,743.2100219726562,695.280029296875,692.4600219726562,747.4099731445312,594.9199829101562,687.6900024414062,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,"Fluent, Inc.",FLNT,7/23/2020 - 7/29/2020,2020-07-29 00:00:00,2020-09-04,,Name | Address | Email | Address | SSN | Phone Number | Other,3.180000066757202,2.509999990463257,2.690000057220459,3.869999885559082,5.25,5.829999923706055,6.900000095367432,4.460000038146973,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
80,Warner Music Group Corp.,WMG,4/25/2020 - 8/5/2020,2020-08-05 00:00:00,2020-09-02,,Name | Email | Phone Number | Address | Credit Card | Other,29.8799991607666,28.170000076293945,26.239999771118164,29.299999237060547,37.9900016784668,35.5,37.40999984741211,34.02000045776367,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
81,"Amphastar Pharmaceuticals, Inc.",AMPH,2020-05-02 00:00:00,2020-07-24 00:00:00,2020-08-28,,Name | SSN,20.309999465942383,18.51000022888184,19.8799991607666,18.1200008392334,19.020000457763672,18.82999992370605,17.530000686645508,18.040000915527344,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,R1 RCM INC.,RCM,,,2020-08-24,,ND,14.5600004196167,15.020000457763672,17.469999313354492,20.32999992370605,23.530000686645508,26.530000686645508,27.959999084472656,25.15999984741211,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
83,MARRIOTT INTERNATIONAL INC /MD/,MAR,,2020-08-12 00:00:00,2020-08-17,,ND,95.72000122070312,107.76000213623048,97.76000213623048,123.76000213623048,130.44000244140625,126.8000030517578,130.39999389648438,150.6300048828125,148.6300048828125,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
84,CARNIVAL CORP,CCL,,2020-08-15 00:00:00,2020-08-17,,Name|Address|Phone Number|Passport Number|DOB|Social|Other,14.68000030517578,16.459999084472656,14.079999923706056,17.56999969482422,21.76000022888184,20.790000915527344,22.46999931335449,28.25,27.030000686645508,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
85,BROWN FORMAN CORP,BF.B,,2020-07-01 00:00:00,2020-08-15,,ND,71.12999725341797,79.48999786376953,77.48999786376953,79.58000183105469,75.52999877929688,73.45999908447266,76.8499984741211,72.38999938964844,72.5,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,STERICYCLE INC,SRCL,10/2019 - 4/2020,2020-07-27 00:00:00,2020-08-14,,Name | SSN | Tax ID Number | Drivers License | Passport | Other (Financial) | Credit Card | Other,65.41999816894531,61.869998931884766,65.37999725341797,70.43000030517578,69.43000030517578,69.62000274658203,69.4000015258789,68.5,68.22000122070312,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
87,METROPOLITAN LIFE INSURANCE CO,,,2020-07-27 00:00:00,2020-08-10,,Name | SSN | Other ,14.130000114440918,13.800000190734863,13.640000343322754,13.5600004196167,14.220000267028809,14.09000015258789,14.539999961853027,14.010000228881836,14.380000114440918,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,INTEL CORP,INTC,,,2020-08-06,,Intellectual Property,48.91999816894531,50.08000183105469,51.68999862670898,45.68000030517578,51.9900016784668,50.61000061035156,58.18000030517578,60.7400016784668,66.54000091552734,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,CANON INC,CAJ,,2020-07-30 00:00:00,2020-08-04,,Other,16.719999313354492,16.31999969482422,16.3700008392334,18.09000015258789,18.90999984741211,18.209999084472656,22.15999984741211,21.68000030517578,22.88999938964844,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,DYNAVAX TECHNOLOGIES CORP,DVAX,2020-02-28 00:00:00,,2020-07-24,,ND,10.119999885559082,6.010000228881836,4.53000020980835,4.159999847412109,4.199999809265137,5.599999904632568,5.21999979019165,9.079999923706056,10.119999885559082,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,GARMIN LTD,GRMN,2020-07-23 00:00:00,2020-07-23 00:00:00,2020-07-23,,ND,101.3499984741211,102.43000030517578,95.13999938964844,99.04000091552734,114.66000366210938,119.13999938964844,123.83000183105467,127.6500015258789,127.58000183105467,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,BLACKBAUD INC,BLKB,May-2020,,2020-07-17,6073,Bank Account | SSN | Username | Password,53.43999862670898,63.209999084472656,56.97999954223633,58.060001373291016,52.29999923706055,57.380001068115234,63.709999084472656,72.91000366210938,71.76000213623047,71.75,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
93,"TWITTER, INC.",TWTR,,2020-07-15 00:00:00,2020-07-15,,ND,34.380001068115234,37.900001525878906,38.77000045776367,45.97999954223633,43.47999954223633,52.02000045776367,45.790000915527344,71.9000015258789,70.27999877929688,69.73999786376953,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
94,FORMFACTOR INC,FORM,6/21/2020 - 6/28/2020,2020-06-28 00:00:00,2020-07-08,,ND,31.020000457763672,28.34000015258789,22.57999992370605,26.5,33.79999923706055,44.34000015258789,45.47999954223633,46.25,40.790000915527344,49.68000030517578,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,STEEL PARTNERS HOLDINGS L.P.,SPLP,4/18/2020 - 4/29/2020,,2020-07-01,,Name | SSN | Other,5.269999980926514,4.769999980926514,7.389999866485596,6.170000076293945,5.340000152587891,8.699999809265137,10.970000267028809,13.5,13.420000076293944,13.989999771118164,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,"TWITTER, INC.",TWTR,,2020-05-20 00:00:00,2020-06-23,,Email | Phone Number | Other (Financial),33.470001220703125,36.93999862670898,39.2599983215332,42.72999954223633,50.27999877929688,44.93999862670898,54.90999984741211,48.060001373291016,70.48999786376953,65.20999908447266,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
97,"UNIVERSAL LOGISTICS HOLDINGS, INC.",ULH,2020-06-08 00:00:00,,2020-06-18,,ND,15.619999885559082,18.149999618530277,19.26000022888184,21.36000061035156,22.520000457763672,23.100000381469727,22.030000686645508,22.700000762939453,24.5,26.56999969482422,26.280000686645508,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
98,MAXLINEAR INC,MXL,4/15/2020 - 5/24/2020,2020-05-24 00:00:00,2020-06-16,,Name | Email | Address | Bank Account | SSN | Other,19.649999618530277,25.229999542236328,25.84000015258789,23.729999542236328,24.700000762939453,27.309999465942383,31.520000457763672,35.81999969482422,38.25,36.790000915527344,37.54999923706055,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,AVON PRODUCTS INC,,,2020-06-09 00:00:00,2020-06-09,19000000,Name | Address | DOB | Email | Phone Number | Other,13.550000190734863,13.5,14.119999885559082,13.729999542236328,13.630000114440918,13.5600004196167,14.210000038146973,14.09000015258789,14.550000190734863,13.960000038146973,14.470000267028809,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,HONDA MOTOR CO LTD,HMC,2020-06-08 00:00:00,2020-06-08 00:00:00,2020-06-08,,ND,28.09000015258789,25.670000076293945,24.670000076293945,25.350000381469727,24.809999465942383,26.36000061035156,29.809999465942383,28.170000076293945,28.76000022888184,29.479999542236328,29.920000076293945,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101,CONDUENT Inc,CNDT,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-06-05,,ND,2.6600000858306885,2.369999885559082,2.240000009536743,3.694999933242798,3.369999885559082,3.740000009536743,4.53000020980835,4.675000190734863,5.099999904632568,6.139999866485596,7.0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
102,Cosan Ltd.,CZZ,2020-03-11 00:00:00,,2020-05-28,,ND,13.649999618530272,14.829999923706056,18.739999771118164,18.34000015258789,14.770000457763672,14.970000267028809,18.239999771118164,18.010000228881836,17.56999969482422,18.43000030517578,20.290000915527344,20.290000915527344,20.290000915527344,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103,ICAHN ENTERPRISES L.P.,IEP,3/13/2020 - 4/4/2020,2020-04-06 00:00:00,2020-05-27,56521,Name | Address | SSN | Other (Financial),49.95000076293945,47.0099983215332,49.970001220703125,49.40999984741211,48.02000045776367,50.02999877929688,50.0,50.9900016784668,56.86000061035156,63.880001068115234,54.72999954223633,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,Natura &Co Holding S.A.,,2020-03-26 00:00:00,2020-04-12 00:00:00,2020-05-20,250000,Name | Password (Encrypted) | Phone Number | Email | Address,12.729999542236328,13.350000381469728,13.710000038146973,13.920000076293944,13.670000076293944,13.739999771118164,13.539999961853027,14.18000030517578,14.050000190734863,14.0600004196167,14.100000381469728,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105,GENWORTH FINANCIAL INC,GNW,,2020-04-20 00:00:00,2020-05-14,,Name | Address | SSN | Other,2.789999961853028,3.150000095367432,2.039999961853028,2.549999952316284,3.75,3.630000114440918,4.5,4.199999809265137,3.130000114440918,4.110000133514404,3.549999952316284,3.440000057220459,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106,MAGELLAN HEALTH INC,MGLN,4/6/2020 - 4/12/2020,2020-04-22 00:00:00,2020-05-12,364892,Name | Address | SSN | Other | Username | Password,69.2699966430664,67.54000091552734,69.58999633789062,75.81999969482422,74.77999877929688,78.9000015258789,80.83999633789062,79.94999694824219,94.41000366210938,93.23999786376952,93.3499984741211,93.86000061035156,,75.0,75.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
107,KROGER CO,KR,,,2020-05-09,8000000,Username | Password,33.34000015258789,33.0099983215332,32.41999816894531,35.2400016784668,34.619998931884766,34.290000915527344,31.01000022888184,31.299999237060547,31.6299991607666,33.279998779296875,34.7400016784668,37.22999954223633,,42.0,42.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
108,Spark Networks SE,LOV,2020-01-12 00:00:00,2020-05-11 00:00:00,2020-05-09,30000000,Username | Password,2.990000009536743,3.839999914169312,3.9600000381469727,5.46999979019165,4.380000114440918,4.690000057220459,4.5,4.670000076293945,5.480000019073486,7.769999980926514,4.860000133514404,7.579999923706055,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
109,"GAIN Capital Holdings, Inc.",,2020-04-14 00:00:00,,2020-05-08,,Name | Bank Account | Other,13.039999961853027,13.550000190734863,13.529999732971191,14.119999885559082,13.729999542236328,13.510000228881836,13.59000015258789,14.130000114440918,14.09000015258789,14.550000190734863,13.960000038146973,14.380000114440918,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110,GoDaddy Inc.,GDDY,2019-10-19 00:00:00,,2020-05-05,28000,Username | Password,66.80999755859375,79.13999938964844,71.30000305175781,73.2300033569336,79.5199966430664,77.08999633789062,79.77999877929688,83.87000274658203,81.77999877929688,86.54000091552734,76.23999786376953,81.86000061035156,,82.0,82.22222222222223,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
111,"CHEGG, INC",CHGG,2020-04-09 00:00:00,2020-04-10 00:00:00,2020-04-28,700,Name | SSN,41.84999847412109,60.7400016784668,65.41999816894531,74.30000305175781,75.19999694824219,70.79000091552734,77.11000061035156,75.01000213623047,91.70999908447266,93.26000213623048,96.52999877929688,85.30000305175781,,58.0,57.1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
112,PRINCIPAL FINANCIAL GROUP INC,PFG,2019-12-16 00:00:00,,2020-04-28,,Name | SSN | Other,31.690000534057617,40.9900016784668,39.13999938964844,44.709999084472656,44.34000015258789,40.09999847412109,39.34999847412109,51.400001525878906,48.68000030517578,51.209999084472656,56.58000183105469,60.630001068115234,,37.5,37.75,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113,TUPPERWARE BRANDS CORP,TUP,3/19/2020 - 3/24/2020,2020-03-24 00:00:00,2020-04-21,4763,Name | Address | Phone Number | Email | Credit Card,1.9600000381469729,2.9100000858306885,4.909999847412109,7.199999809265137,13.960000038146973,25.61000061035156,20.700000762939453,35.2599983215332,31.81999969482422,31.3799991607666,33.45000076293945,26.68000030517578,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,4/9/2020 - 4/11/2020,2020-04-20 00:00:00,2020-04-18,,Name | Credit Card | Other,53.810001373291016,53.13999938964844,55.4900016784668,61.43000030517578,67.54000091552734,70.12000274658203,73.36000061035156,77.0,81.7300033569336,80.23999786376953,76.43000030517578,78.02999877929688,80.62000274658203,60.0,60.26470588235294,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
115,US XPRESS ENTERPRISES INC,USX,Sep-2019,2019-10-18 00:00:00,2020-04-10,17262,ND,3.839999914169312,4.130000114440918,5.889999866485596,6.199999809265137,9.890000343322754,9.520000457763672,9.9399995803833,7.300000190734863,6.989999771118164,7.230000019073486,9.489999771118164,10.640000343322754,11.640000343322754,5.0,5.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
116,"Gannett Co., Inc.",GCI,,,2020-04-03,14000000,Email | Address | Password (Encrypted) | Other,0.9700000286102296,1.100000023841858,1.409999966621399,1.2699999809265137,1.5700000524520874,1.7599999904632568,1.350000023841858,1.1399999856948853,2.650000095367432,3.359999895095825,4.579999923706055,5.460000038146973,5.329999923706055,0.75,0.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117,"Zoom Video Communications, Inc.",ZM,,,2020-04-03,530000,Username | Password,121.93000030517578,138.55999755859375,208.0800018310547,261.739990234375,268.0,423.55999755859375,482.2300109863281,453.0,412.8599853515625,337.32000732421875,391.8399963378906,372.7900085449219,326.2300109863281,144.0,136.07142857142858,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
118,"10x Genomics, Inc.",TXG,Mar-2020,Mar-2020,2020-04-01,,ND,62.31999969482422,79.87000274658203,81.94999694824219,89.30999755859375,98.37000274658205,114.62000274658205,124.68000030517578,136.89999389648438,153.11000061035156,141.60000610351562,176.8300018310547,186.75,181.0,20.1725,35.41441666666667,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,GoDaddy Inc.,GDDY,,,2020-03-31,,ND,59.15999984741211,69.43000030517578,77.25,73.33000183105469,68.88999938964844,83.68000030517578,75.97000122070312,70.73999786376953,79.54000091552734,83.31999969482422,78.58000183105469,84.77999877929688,75.94999694824219,73.0,76.9,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
120,MARRIOTT INTERNATIONAL INC /MD/,MAR,Mid-Jan 2020 - Late-Feb 2020,,2020-03-31,5200000,Other,76.16000366210938,90.94000244140624,88.5,85.7300033569336,85.51000213623047,102.91000366210938,92.58000183105467,92.87999725341795,126.87000274658205,130.47000122070312,116.30999755859376,148.47000122070312,148.22999572753906,88.5,93.08333333333331,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
121,Chubb Ltd,CB,,,2020-03-26,,ND,101.8000030517578,104.0199966430664,118.31999969482422,128.55999755859375,134.91000366210938,125.91000366210938,113.8499984741211,125.98999786376952,152.52999877929688,150.8300018310547,152.69000244140625,164.94000244140625,158.91000366210938,139.0,139.42857142857142,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
122,CANON INC,CAJ,2/3/2020 - 2/14/2020,,2020-03-24,,Name | Bank Account | Address | SSN | Other,20.21999931335449,19.6299991607666,19.8700008392334,21.40999984741211,19.790000915527344,17.299999237060547,16.209999084472656,16.450000762939453,18.690000534057617,19.559999465942383,21.170000076293945,22.030000686645508,22.1200008392334,0.2515,3.5283333333333338,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123,WEIBO Corp,WB,,,2020-03-23,172000000,Name | Other,34.08000183105469,35.939998626708984,29.8799991607666,33.900001525878906,33.880001068115234,33.790000915527344,35.97999954223633,39.90999984741211,44.5099983215332,45.93999862670898,42.959999084472656,58.29999923706055,52.459999084472656,40.0,39.833333333333336,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
124,Norwegian Cruise Line Holdings Ltd.,NCLH,,2020-03-13 00:00:00,2020-03-20,29969,Email | Password | Other,8.229999542236328,11.489999771118164,12.43000030517578,18.21999931335449,14.890000343322754,15.68000030517578,16.25,16.450000762939453,21.020000457763672,25.18000030517578,25.299999237060547,26.850000381469727,29.700000762939453,20.0,22.0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
125,ROGERS COMMUNICATIONS INC,RCI,,2020-02-26 00:00:00,2020-03-19,,Name | Address | Email | Phone Number | Other,37.91999816894531,42.959999084472656,39.97999954223633,42.02000045776367,42.16999816894531,42.61000061035156,39.27000045776367,40.0,45.34000015258789,46.66999816894531,47.31999969482422,44.380001068115234,48.93999862670898,69.0,68.57142857142857,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
126,TELUS CORP,TU,2020-02-13 00:00:00,,2020-03-18,,Phone Number,15.529999732971191,16.229999542236328,16.219999313354492,17.09000015258789,17.56999969482422,18.229999542236328,18.15999984741211,18.200000762939453,18.950000762939453,19.959999084472656,20.84000015258789,20.729999542236328,20.93000030517578,16.45,18.753125,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
127,TANDEM DIABETES CARE INC,TNDM,1/17/2020 - 1/20/2020,2020-01-17 00:00:00,2020-03-17,,SSN | Other,48.0099983215332,71.87000274658203,88.19999694824219,81.38999938964844,98.6500015258789,101.77999877929688,108.41000366210938,118.73999786376952,95.75,86.4000015258789,91.72000122070312,103.12000274658205,86.81999969482422,72.0,72.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,CARNIVAL CORP,CCL,4/11/2019 - 7/23/2019,Late May-2019,2020-03-13,372500,Name | Address | SSN | Credit Card | Other (Financial),14.970000267028809,11.5,13.1899995803833,19.979999542236328,15.279999732971191,15.1899995803833,17.690000534057617,15.210000038146973,14.93000030517578,21.31999969482422,20.1299991607666,20.600000381469727,28.459999084472656,13.0,25.41119047619048,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
129,ENTERCOM COMMUNICATIONS CORP,ETM,2019-08-04 00:00:00,Sep-2019,2020-03-06,,Name | Username | Password,3.319999933242798,0.8100000023841858,1.059999942779541,2.390000104904175,1.5299999713897705,1.4199999570846558,1.590000033378601,1.5399999618530271,1.7100000381469729,2.859999895095825,2.700000047683716,5.389999866485596,5.019999980926514,1.0,2.1666666666666665,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
130,Liberty Global plc,LBTYB,Apr-2019,,2020-03-05,900000,Other,21.190000534057617,17.510000228881836,41.09999847412109,22.21999931335449,23.0,23.38999938964844,23.38999938964844,21.399999618530277,20.59000015258789,22.709999084472656,24.100000381469727,24.0,22.57999992370605,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
131,"T-Mobile US, Inc.",TMUS,,,2020-03-04,1027,Name | Address | Phone Number | Other,89.37000274658203,81.9800033569336,88.95999908447266,101.20999908447266,106.01000213623048,106.87999725341795,114.83999633789062,113.41000366210938,111.12000274658205,131.19000244140625,132.42999267578125,129.3699951171875,118.83999633789062,110.0,106.85714285714286,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
132,CIRCOR INTERNATIONAL INC,CIR,,,2020-03-02,,ND,37.72999954223633,9.630000114440918,12.59000015258789,20.93000030517578,24.5,26.21999931335449,30.040000915527344,27.600000381469727,28.780000686645508,34.16999816894531,38.43999862670898,32.43000030517578,39.36000061035156,0.69,17.453333333333333,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133,"Walgreens Boots Alliance, Inc.",WBA,1/9/2020 - 1/15/2020,2020-01-15 00:00:00,2020-02-28,,Name | Address | Other,46.2400016784668,44.0,44.43000030517578,42.970001220703125,41.16999816894531,39.84000015258789,39.34000015258789,36.06999969482422,36.0,39.0,39.65999984741211,51.18000030517578,47.93000030517578,51.0,51.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
134,CRYOLIFE INC,CRY,,2019-11-01 00:00:00,2020-02-19,,Money,27.149999618530277,20.5,19.8700008392334,22.450000762939453,17.3799991607666,18.959999084472656,20.51000022888184,17.3799991607666,18.670000076293945,20.06999969482422,21.920000076293945,24.18000030517578,25.0,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,MGM Resorts International,MGM,,,2020-02-19,10683188,Email | Phone Number | Address | Other,32.02000045776367,7.139999866485596,14.079999923706056,15.3100004196167,18.57999992370605,16.809999465942383,20.950000762939453,22.020000457763672,20.799999237060547,26.90999984741211,31.670000076293945,30.530000686645508,35.040000915527344,30.0,24.571428571428573,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
